stop,lat,long
appartments ambalipura opposite of the fishermens wharf,12.9145,77.667
bhel layout  pattanagere  b.h.e.l. layout opposite of nanjundeshwara electricals,12.9172,77.511
syndicate bank colony andrahalli syndicate bank layout beside open area,12.9981,77.489
nettigere gate nettigere beside v.v.motors,12.761,77.487
singapura layout singapura layout beside shree lakshmi steel center,13.077,77.539
beguru beguru beside poultry farm,13.1836,77.681
biocon,12.8078,77.664
srinivaspura shanthinagara in front of inter garden india pvt. ltd,13.0751,77.365
rajeshwari talkies,12.9593,77.66
herohalli herohalli beside sri muttappan bakery,12.9915,77.488
rachenahalli hegde nagar rachenahalli opposite of dr.b.r.ambedkar  yuvkar sangha,13.0582,77.624
buvana halli  buvanahalli opposite of doddamma yellamma kaveramma temple,13.2179,77.682
kanteerava studio industrial sub-urban yeshawantha park - 3rd stage in front of radhakrishna mandira,13.0227,77.533
csi hospital,12.9898,77.599
magadi magadi opposite of tata prerana motors,12.9521,77.228
ravuthanahalli cross dasana pura beside sri sai road ways,13.0734,77.439
goribelle gorenbele beside open area,13.0443,77.353
anekal circle anekal in front of hotel sri sai sagar,12.7168,77.7
vijaya college basavanagudi opposite of informatics,12.9391,77.58
channasandra opposite of muthoot finanace,12.9836,77.768
syndicate bank hanumantha nagara in front of amrin bedding house,12.9465,77.564
kengerittmc,12.9125,77.485
hosapalya in front of water tank,13.0996,77.327
jayanagara 3rd block jayanagara 3rd block opposite of utl technologis,12.9318,77.584
bennigana halli kasturi nagara in front of auxiliary panel channasandra bypass,12.9971,77.663
billakempana halli billa kempanahalli opposite of railway gate,12.8121,77.404
shoolay circle,12.9666,77.607
parangipalya hsr layout 2nd sector in front of kromtek systems  & l.j.iyengar bakery,12.909,77.649
ms palya mohammad sab palya beside new madina hotel,13.0818,77.548
vaderamanchanahalli,12.7683,77.63
yelachaguppe yelachaguppe in front of anjaneya temple,12.959,77.421
chandapura anekal taluk in front of panchayat complex & s.k.medical & general store,12.8028,77.705
m gopahalli m.gopalhalli opposite of milk dairy,12.7283,77.403
hesaraghatta tb cross t.b.cross beside s.r.s.iyengar bakery,13.1307,77.484
itagalapura cross itkalpura gate beside open area,13.1702,77.55
kalkere kalkere in front of b.b.m.p. office,13.0335,77.674
vittasandra,12.8572,77.636
madavan park jayanagara 3rd block opposite of oriental insuarence,12.9361,77.584
old sai baba hospitals,12.9735,77.75
singasandra electronic city post opposite of fruit market gate,12.8427,77.687
hejjala hejjala near canara bank,12.8559,77.417
veerabhadranagar,12.9381,77.534
ganagaluru gate opposite of residential area,12.9136,77.862
jp nagara 15th cross jp nagara 2nd phase beside cell city,12.9071,77.586
jayanagara pump house jayanagara 9th block beside saint mary enterprises,12.9218,77.597
halage vaderahalli halage vaderahalli opposite of adi shakthi maramma temple,12.9225,77.514
vidyanagara devanahalli road vidya nagara in front of jayaprakash narayana national youth center,13.1596,77.641
btm 16th main btm layout in front of library,12.9198,77.611
kalena agrahara,12.866,77.592
rupena agrahara,12.9118,77.626
dwaraka nagara dwarakanagara beside lakshmi wines,13.1214,77.618
cmti goragunte palya,13.0316,77.535
kalyananagara bridge shakthi garden  kalyana nagara beside vivekananda statue,12.969,77.518
b channasandra bridge,13.0134,77.664
gkvk,13.0728,77.593
inchara j.p.nagara 5th phase opposite of royal school,12.9005,77.586
narayanapura dooravani nagara beside shree vinayaka dharshini,12.995,77.677
kanva gate in front of kanva garden city layout,13.1046,77.444
huskur baare huskuru bhare beside open area,13.137,77.439
isro layout isro layout in front of bharthiya state bank,12.8989,77.558
puttaiahna palya  opposite of milk dairy,12.9565,77.411
siddapura siddapura opposite of govt.primary school,12.9463,77.589
halasahalli gate,13.0901,77.836
vidhyaranyapura 1st block vidyaranyapura beside sri sapthagiri food bazaar,13.0704,77.555
kugur cross in front of anjaneya temple,12.9081,77.793
rava college kottigenahalli beside karnataka restaurant,13.1221,77.63
madavara,13.0567,77.475
big market sahakara nagara,13.0625,77.593
abbigere cross abbigere cross beside govt. high school,13.0707,77.53
bangalore central jail naganathapura opposite of s.r.n.reddys industrial complex,12.8738,77.666
chellahalli challahalli beside residential area,13.2173,77.507
cv raman nagara c.v.raman nagara in front of hal engine division,12.9837,77.649
chunchanakuppe chunchanakuppe opposite of government middle school,12.9102,77.386
national college,12.9483,77.574
ramanayakana thandya,12.8595,77.383
mahathma gandhi statue,12.9776,77.599
doddakannalli,12.9073,77.695
mylasandra,12.8507,77.621
kaikodrahalli,12.914,77.678
hennagra gate bommasandra opposite of union bank atm gowdra complex,12.8071,77.699
st josephs school,12.9702,77.594
gowdana palya poojaien palya beside open area,13.0292,77.36
national law college jnana bharathi in front of automic mineral research office,12.9534,77.517
channenahalli gate channahalli opposite of maruthi tailor,13.2128,77.755
uraganadoddi bannerughatta area,12.7167,77.594
puradapalya in front of aladamara,12.9471,77.381
periyar nagara circle,13.0088,77.614
depot-25 hsr layout opposite of sarovara apartment  depot 25,12.92,77.643
john fowler koramanagala opposite of ksrp quarters,12.9244,77.631
vinayaka nagara ramohalli opposite of ganesha  anjaneya temple,12.9029,77.43
mahadevapura cross mahadevapura in front of mtb mangalameru kalayana mantapa,12.9886,77.689
thammanayakanahalli,12.7064,77.65
maratahalli,12.9564,77.695
sugatta beside aladamara,13.1446,77.603
hoskote,13.0788,77.787
keb office kaggalipura agara beside swananda balaganapathy temple,12.8438,77.494
bande mallathahalli opposite of padmavathi store,12.8668,77.359
madhure madhure beside milk dairy,13.2021,77.457
vivekanagara viveka nagara beside bus stand,12.9541,77.623
yentaganahalli yantaganahalli beside asha kiran ayurvedic hospital,13.0616,77.342
ganakkal ganakallu beside open area,12.898,77.512
bhorka steel garudachar palya opposite of abb. bhoruka tech park,12.9929,77.706
malagala bus stand malagala opposite of novelty furnishings,12.9721,77.513
bananduru bananduru in front of huchamma temple,12.7768,77.398
tattaguppe tatguppe in front of dona paula clinic,12.7725,77.529
library university bangalore university opposite of muneshwara swamy temple,12.9437,77.505
kumbarahalli cross kumbara halli cross beside open area,13.1066,77.49
vishwanathapura byrapura adde vishwanathapura beside milk dairy,13.1867,77.551
nice road junction kengeri kengeri opposite of bmtc depot no 12,12.9048,77.471
hal kalyana mantapa hal police station in front of touch down,12.9547,77.68
gollarahalli,13.141,77.633
attibele anekal taluku in front of s.v. furniture,12.7792,77.77
bakery,13.0153,77.485
venkateshapura venkateshpuram in front of bharath sweets,13.016,77.618
srinivasapura k gollahalli,12.8513,77.443
gunasheela hospital basavanagudi opposite of sowmya springs,12.9406,77.576
begihalli,12.7979,77.604
tharabana halli hesaraghatta tarabanahalli beside petty shop,13.1013,77.481
kadumane hotel kadumane opposite of sarovara bar & restaurant,12.8156,77.407
ravi jim malagala in front of bharathiya samskruthi vidya peetha,12.9776,77.514
vittala nagara chamrajapet in front of vittala mandira,12.9541,77.557
domlur bridge domluru  hal beside sri kalki dyana vihar,12.9634,77.638
chalekere challakere beside hotel malabar,13.0275,77.641
bandaiahana palya beeraiyan palya beside residential area,13.1763,77.453
dommasandra circle dommasandra in front of avadhooth shri guru govardhan swami ashram,12.8835,77.752
garments,12.8446,77.783
ayyappa nagara ayyappa nagara in front of raashi medicals,13.0043,77.71
devananjayyana palya chamundi nagara beside open area,13.0146,77.42
dodderi grama dodderi village opposite of government school,12.8664,77.378
horamavu signal horamavu opposite of sunil realtors,13.0195,77.656
cbi ganganagara ganganagara opposite of riti jewellery,13.0268,77.586
thirupalya muneshwara devasthana,12.8203,77.669
thurahalli,12.8979,77.539
jeevan bheema nagar,12.9672,77.658
mosque road frazer town in front of empire hotel,12.9995,77.616
guddatti gate neraluru post opposite of shashank towers,12.7882,77.737
banaswadi dodda banasawadi beside meera bankers,13.0143,77.651
agara cross somanahalli road tataguni,12.8489,77.522
vishwanathapura in front of police station,13.2719,77.649
solur in front of milk dairy,13.2628,77.654
jadagenahalli jadgenahalli opposite of rama medicals,13.0526,77.854
jjn thimmareddy layout hulimangala post & jigani hubli behind shri balamuri vinayaka temple,12.8193,77.651
kodipalya,13.0961,77.445
indiranagar 6th main indira nagara beside e.zone,12.9741,77.641
karekal palya cross karekal halli in front of residential area,13.0698,77.402
ramakrishnapur gate  anekal taluk in front of sri venkateshwara temple arch,12.779,77.702
uttarahalli uttanahalli opposite of dhanalakshmi temple,13.1655,77.651
bel hospital jalahalli beside opposite b.e.l. hospital,13.0501,77.558
itpl opposite of i.t.p.l. main gate,12.9876,77.737
kattigenahalli cross,13.0373,77.887
14th main hsr layout hsr layout opposite of reliance autozone,12.9162,77.635
chikkalsandra canara bank colony chikkalasandra beside state bank of mysore,12.9092,77.549
kodigehalli,13.0568,77.594
magadi road tollgate rajajinagara industrial town beside ganapathi sercvice station,12.9755,77.549
marenahalli petrol bunk pattabhirama nagara opposite of akka mahadevi park,12.9168,77.589
byatarayana doddi byatarayana doddi opposite of govt.primary school,12.8158,77.552
k k school varturu in front of k.k school,12.9329,77.743
bmtc depot-12 gate kengeri kengeri opposite of imac india body build ltd,12.9071,77.474
channenahalli arch channena halli beside open area,12.9797,77.435
prashanthanagar prashantha nagara opposite of a.s.c.degree college,12.9763,77.531
lakshmipura cross lakshmipura beside petty shop,13.0922,77.534
malleshwaram railway gate,13.0007,77.563
rajaji nagar industrial area,12.9845,77.548
jayadeva hospital jayanagara 9th block healthy international homeopathy,12.9169,77.597
head start school gate kommasandra temple,12.8616,77.733
ramamurty nagar ramamurthi nagara opposite of vinayaka clinic,13.0119,77.679
arehalli gate arehalli cross opposite of r.k colour lab,12.9087,77.539
medarahalli railway gate chikka banavara beside railway station,13.0763,77.505
jayanagar hbcs layout,12.8924,77.543
gajendra nagara anepalya adugodi post opposite of sunford japan electronic private limited,12.9516,77.608
bn bache gowda badavane in front of govt. school,12.9629,77.845
udi palya kanakapura road,12.8201,77.513
sports authority of india sports authority of india beside swimming pool,12.9416,77.516
navarang talkies rajajinagara in front of sagur clinic,12.9974,77.549
jayanagara bus stand jayanagara 4th block beside jain temple,12.9277,77.584
sampigehalli bhannergahtta post,12.8057,77.579
jp nagara 15th cross jp nagara flyover,12.9063,77.588
mugabala,13.1191,77.887
old police station esi rajajinagara 4th block opposite of raju electricals,12.9899,77.555
vinayaka nagara vinayaka nagara beside water tank,13.0676,77.421
bangalore university administrative block bangalore university near head office bangalore university,12.9491,77.501
petrol bunk raja rajeshwari nagara opposite of indian oil petrol bunk,12.933,77.516
dabbaguli cross dabbaguli,12.8797,77.316
hope form,12.9843,77.753
hamsa form,12.9817,77.439
kadirenahalli park banashankri 2nd stage kaveri nagara beside hanuman mandir,12.9177,77.565
bommasandra indl area,12.8171,77.676
shampura shampura opposite of abhishake darshini,13.0265,77.614
ramagere school tharahunase opposite of hanuman hotel,13.1717,77.599
kamadenu kshetra,13.0299,77.439
avalahalli new bda layout avalahalli bda beside indane lpg godown,12.9435,77.537
kalidasa layout last bus stop,12.9484,77.553
chikkammana halli cross,12.8447,77.6
kere kodi beside open area,13.2147,77.309
kittagana halli bommasandra post opposite of revann building & ashwata katte,12.802,77.694
haralur cross opposite of big bazar,12.9186,77.669
gollarapalya,12.9753,77.279
guddada halli dinne cross near kere,12.8319,77.361
agrahara cross agrahara opposite of estate farm,13.0979,77.618
bda complex koramangala koramangala ring road opposite of icici bank,12.9322,77.623
tjohn college cross,12.8506,77.588
i gate itpl road whitefield opposite of ginger,12.9773,77.719
jodi ragi thimmasandra jodi thimmasandra in front of maramma temple,13.2049,77.42
kanekallu ioc road in front of anganavadi kendra,12.9931,77.823
devegowda petrol bunk padmanabhanagara opp petrol bunk,12.9218,77.56
vb bakery,12.9195,77.542
srinivasa pura srinivasapura in front of srushti apartments,12.9039,77.508
byala halli beside open area,13.1701,77.69
adugodi abhiman studio in front of abhiman studio,12.9057,77.502
adikamaranahalli in front of marammadevi temple arch,12.9474,77.31
vabasandra,13.1225,77.78
madapatna beside open area,12.9366,77.373
magadi,12.9555,77.227
kenchanaguppe kenchanakuppe in front of samudaya bhavana,12.7955,77.375
jn of nh-7 devanahalli in front of taluku office,13.2435,77.708
ashrama savandarbar sunkalpalya opposite of savan darbar ashrama,12.9096,77.493
shampura shampura in front of ambedkar college,13.0265,77.614
karenahalli cross beside open area,12.8622,77.395
ssvb bakery,13.0141,77.533
handenahalli gate anekal taluku in front of sri krishna temple,12.8253,77.766
bhuvaneshwari nagara open area,12.9425,77.487
muneshawara temple,12.8613,77.732
university quarters jnanajyothi nagara beside sri venkateshwara choultry,12.9529,77.5
dodda bommasandra arch dodda bommasandra beside open area,13.0586,77.559
lakkondahalli cross lakkondahalli beside open area,13.1172,77.773
huttanahalli cross uttanahalli opposite of government school,13.1653,77.65
srinivasapura gate srinivasapura in front of satish bike centre garage,12.9043,77.512
nosenoor,12.7488,77.65
kenganahalli kengana halli in front of residential area,13.0517,77.412
