stop,lat,long
doddammana devasthana chikka nagamangala opposite of doddamma devi temple,12.8473,77.691
dekkan  hongasandra near shanthisagar hotel,12.8958,77.626
mathahalli cross matthahalli in front of lakshmi bakery,13.1102,77.444
vibhuthipura samudaya bhavana,12.9646,77.678
nettakallappa circle opp to temple,12.94,77.573
metipalya metti palya beside society,12.9941,77.402
srinivasapura colony srinivasapura in front of nandhini milk parlour,12.9038,77.508
sanjeevini nagar kodigehalli sanjeevini nagara beside moksha bakery & sweets,13.0577,77.589
sathanuru sathanuru beside temple,13.132,77.647
police out post sahakara nagara beside sanchar nigam executive association,13.064,77.583
jayanagara 9th east ,12.917,77.597
manjunathanagara rajajinagara beside city hospitals,12.9957,77.551
varthuru varthuru beside maramma temple,12.9856,77.402
railway gate shampura h.b.r.layout 2nd  stage opposite of excellent radiators work,13.0288,77.616
ktpo whitefield in front of ge health care gate,12.9768,77.722
karnataka housing complex koramangala in front of park,12.9455,77.623
pescollege,12.8587,77.662
old gurrappana palya guruppanapalya beside matha avalammana temple,12.9207,77.605
wheel and axle plant yelahanka opposite of railway hospital,13.1058,77.582
beguru  in front of lakshmi narasimha temple,13.1835,77.681
yelahanka  yelahanka beside s.b.bakery and sweets,13.0989,77.597
d souza nagara hoskerehalli in front of r.k.s.steels & cements,12.9319,77.533
naduvatti nadavathi in front of govt.veterinary hospital,13.0062,77.797
vijaya bank colony dodda banasawadi in front of cache furniture limited  s.j.c.complex,13.0172,77.66
arehalli in front of aladamara,12.9421,77.837
escorts yalahanka road yelahanka beside b.b.m.p. park yelahanka,13.1025,77.586
halanayakanahalli halanayakanahalli  varthuru hobli opposite of sri kodanda rama temple & ashwatha katte,12.9,77.688
kattugollahalli kattugollahalli beside govt. school,13.0945,77.735
highschool dodda tanda opposite of govt. high school,13.026,77.348
madanayakanahalli madanayakanahalli beside surya medical stores,13.0607,77.461
rainbow layout rainbow layout beside residential area,13.0992,77.539
mahadevapura hoodi opposite of sri sathya kalyana mantapa,12.9971,77.691
nagenahalli near byranayakanahalli railway station,13.1929,77.399
wilson garden 12th cross wilson garden opposite of prestige kitechen smart,12.9471,77.598
dombarahalli dombarahalli beside ashwatha khatte,13.0494,77.46
chikkabegur,12.8791,77.633
jayamahal,13.0003,77.595
lingapura anekal taluk in front of sri maramma devi temple,12.7623,77.679
jawaharlal nehru research centre,13.068,77.611
mylappanahalli cross mylappana halli beside govt. primary school,13.1367,77.535
summanahalli magadi road sumanahalli under the flyover,12.9873,77.519
rose garden jayanagara,12.9276,77.58
gollarapalya gollarapalya opposite of government primary school,12.8015,77.425
vinayaka talkies kr market,12.9633,77.567
somanahalli gate somanahalli in front of saraswathi electronics,12.7803,77.497
mahalakshmi layout entarence mahalakshmi layout in front of assistant commissioner of commercial taxes,13.0077,77.548
sunkadakatte,12.9902,77.504
govardhan talkies,13.0187,77.553
monotype corporation,12.9215,77.57
divanara palya divanra palya  mathikere in front of deepthi engineering,13.0264,77.562
kalyana nagara kalyana nagara road beside tanishq jewels,13.026,77.637
cadburys factory in front of cadburys factory,13.0632,77.33
hosakote bus stand,13.0788,77.788
jn of ring road kalyan nagara,13.0261,77.637
yelahanaka nes office,13.0977,77.592
gurappana palya,12.9195,77.6
ganjoor gunjuru opposite of n.r enterprise,12.9214,77.736
basavanagudi police station basavanagudi beside basavanagudi police station,12.9416,77.574
jandemara kambipura opposite meersab provision store,12.8746,77.461
makali,13.0658,77.454
koli farm gate bannerghatta road,12.8415,77.589
rajaji nagara ramamandira rajaji nagara opposite of sri rama temple,12.9861,77.556
rukmini nagara rukmini nagara beside kanva bazaar,13.0409,77.505
akkipete,13.2511,77.7
banashankari bda complex banashankari 2nd stage beside bda complex,12.9246,77.565
bande kodigehalli bande kodigehalli beside milk dairy,13.1724,77.691
chinnappanahalli,12.9615,77.706
yediyur,12.9303,77.576
areneru anekal taluku in front of milk product co-operative society,12.8098,77.775
ashoka pillar jayanagara 1st block opposite of costa coffee,12.9432,77.585
ganapathipura ganapathipura opposite of ramsons premier galaxy,12.8918,77.572
ob choodahalli,12.8178,77.521
neraluru anekal-hubli taluk opposite of sri anjaneya swamy temple,12.796,77.728
nidaghatta cross atthivata beside punjabi daba,13.0973,77.856
vittala nagara chamrajapet in front of aspa lamps,12.9546,77.557
mahila samaja,12.9535,77.574
hongsandra hongasandra near temple,12.9025,77.627
maruthinagara cross,12.9422,77.48
marenahalli marenahalli in front of government school,13.1197,77.679
hmt house jalahalli beisde hmt transit house,13.0547,77.549
gopasandra,12.8527,77.73
muthyalangra jalahalli beside bajery,13.0437,77.553
somasundarapalya somasundrapalya layout hsr post in front of friend tailor & amith bakery,12.8987,77.651
double road,12.9148,77.521
rajarajeshwarinagara gate,12.9365,77.519
kodigehalli in front of avvaji bakery,13.0038,77.727
munnekolalu marathahalli opposite of suryanaryana navagraha temple,12.9488,77.708
st marrys school,12.8453,77.61
choudireddy circle kavala hosahalli anekal taluk beside sri yallammadevi temple,12.7296,77.706
magadi rangappanapalya magadi rangappanapalya beside open area,13.036,77.3
bettahalli bendiganahalli near sulibele,13.1824,77.82
delmia,12.9061,77.595
nanjapura,12.8094,77.641
krm police station koramangala beside panchamuki ganesh temple opposite of sagar fast food hotel,12.9417,77.622
chandapura anekal taluk in front of swamy vivekananda high school,12.8017,77.705
singanayakanahalli opposite of vinayaka temple,13.1478,77.57
gangondanahalli gangondanahalli beside ashwatha khatte,13.0217,77.468
manchenahalli,12.7667,77.754
singarahalli nagamangala in front of madduramma temple,13.2269,77.625
rvdental college jp nagara 1st phase beside r.v.college,12.9112,77.586
doddabettahalli dodda bettahalli beside maramma temple,13.0942,77.555
linganahalli in front of residential area,13.1582,77.524
byatarayana doddi cross byatarayana doddi in front of door no 47,12.8163,77.551
nalku kamba gudimavu village opposite of sri lakshmi provision stores,12.8553,77.453
chikkaluru cross chikkalluru in front of fashion tailors,12.8918,77.422
gidada palya gidada palya opposite of poultry farm,12.9602,77.437
mathikere post office mathikere in front of sai krupa hospital,13.0294,77.559
rajkumar samadhi,13.0186,77.532
vijayanagara,12.9733,77.538
khb colony,12.9813,77.536
reva college kottigenahalli beside open area,13.1223,77.63
hullahalli,12.8269,77.616
surabhi j.p.nagara 8th phase  surabhi nagara opposite of vinayaka timbers,12.8678,77.582
hosa palya hosapalya opposite of sai ram enterprises,12.9107,77.45
chinnappana garden,13.0029,77.603
yarab nagara banashankri 2nd stage kaveri nagara opposite of brahmalingeshwara condiments,12.9159,77.569
muneshwara block muneshwara block beside sohan enterprises,12.9423,77.549
kempapura hebbala in front of bhavani enterprises,13.0438,77.601
rvteachers college basavanagudi opposite of mega agensis,12.9445,77.58
lakkur circle,12.9277,77.886
aralimara,12.8799,77.625
vaddarahalli vaddarahalli beside ramya provision stores,13.0146,77.45
karpoora anekal taluk in front of sri rama temple,12.7271,77.72
sadahalli bande sadahalli in front of chennakeshava hardwares,13.2089,77.646
chandapura,12.8026,77.705
wilson garden 10th cross wilson garden in front of g.s.poer system,12.9474,77.598
jn of 8th main and 3rd cross kalyana nagara in front of ganapathi temple,13.0181,77.647
fathima church gangamma circle jalahalli beside open area,13.0546,77.541
new byrohalli hosa byrohalli opposite of gangamma temple,12.9194,77.456
hosapalya gate hosapalya gate in front of petty shop,13.096,77.326
jn of hennur cross hennuru opposite of navajeeva ashram  new life college,13.0293,77.631
abbigere cross abbigere cross beside open area,13.0708,77.53
laggere cross peenya 2nd stage  3rd phase opposite of urban eco park  pollution control board,13.0229,77.523
singahalli singahalli beside pitty shop,13.1617,77.724
shiridi sai temple bda 80ft rd,12.8835,77.606
gangadhara kalyana mantapa kereguddadahalli beside kalyana mantapa,13.08,77.511
sambhram college m.s.palya beside sri durga sweets,13.0882,77.547
wonderla park opposite of wonderla gate,12.8383,77.403
attiguppe rpc layout beside syndicate bank,12.9578,77.534
mukthinaga temple cross ramohalli opposite of rose nursery,12.907,77.426
subbaianapalya subbaiahan palya beside ayyappa temple,13.0075,77.641
high ground police station vasantha nagara beside sophia school,12.9855,77.588
hmt post office h.m.t. opposite of water tank,13.0507,77.542
bhorka steel garudachar palya in front of abb. bhoruka tech park,12.9931,77.706
kodalipura anekal taluk opposite of government primary school,12.7457,77.757
mayasandra anekal taluk in front of government primary school,12.7504,77.748
bellahalli cross bellahalli beside open area,13.1013,77.635
harohalli anekal taluk opposite of sri yallamma devi temple & in front of sumant store,12.754,77.756
embassy group,13.1738,77.595
kadabisanahalli kadabeesanahalli opposite of trend enterprises,12.9413,77.697
makkala koota,12.956,77.574
hoduvagera gate,12.9332,77.215
srinivasa temple mahalakshmi layout opposite of srinivasa temple,13.0083,77.545
krishnappa layout krishnappa layout in front of iyengars bakery & durga parameshwari condiments,12.923,77.53
electronic city 2nd phase,12.8439,77.684
kittaganur kithaganuru in front of government higher primary school,13.0372,77.71
jelly machine yalahanka chowdeshwari nagara beside raksha bar & restaurant,13.0862,77.556
brigade road,12.9715,77.607
beml gate b.e.m.l. layout 3rd stage opposite of muthoot financial corp,12.9226,77.519
chikka kukkanahalli kukkanahalli beside basavanna temple,13.1583,77.448
chamarajapete ramamandira chamaraja pete beside swasthik hospital,12.9569,77.564
murgeshpalya,12.9592,77.656
maharani college beside sjp college,12.977,77.586
post office banashankari  2nd stage in front of nagalakshmi kalyana mantapa,12.9271,77.568
basavanna devasthana,12.8437,77.605
dasegowdana palya in front of s.l.v. real estate,12.8806,77.505
devasthana nandini layout in front of shanimahathma temple,13.0208,77.529
heggondanhalli gunjuru opposite of milk product co-operative society,12.9057,77.747
cmrit kundalahalli in front of airports authority of india,12.9677,77.714
k mallasandra opposite of government milk dairy,13.009,77.784
attibele attibele in front of govt. higher primary school,13.1696,77.794
btl college bommasandra in front of narayana hrudayalaya hospital,12.8105,77.696
ramohalli cross kumbalagudu in front of rajarajeshwari engineering college gate,12.887,77.45
somasundarapalya cross,12.8902,77.647
allalasandra karikaldoddi beside open area,12.7431,77.463
colony bagaluru bagaluru beside lakshmivenkataeshwara medicals,13.1419,77.671
muthugadahalli muthakadahalli in front of govt. milk diry,12.9294,77.821
maranna layout beside maruthi fibers,13.0368,77.489
jn of ring road banashankari 3rd stage opposite of spice city,12.9328,77.54
channenahalli,12.978,77.431
bwssb quarters,12.9397,77.523
kabhir ashram opp to meenakshi apartments,13.0144,77.597
doddathaggali cross,13.0374,77.888
chikkabelavangala gate kanasavadi in front of udupi hotel,13.2032,77.433
halehalli anekal taluk in front of government ration society,12.7396,77.75
kannuru kannur beside byraveshwara temple,13.0932,77.654
electronic city electronic city opposite of state bank of india,12.8455,77.665
chandapura chandapura anekal taluku in front of s.k. medicals &amp; general stores,12.8025,77.705
kadirenahalli cross banashankari under pass,12.9121,77.567
jalahalli cross,13.04,77.519
manipal hospital,12.9597,77.651
swastik  neharu nagara beside ssr travels,12.9887,77.575
ms palya mohammad sab palya beside arya bakery & sweets,13.0817,77.548
dibbur dibbur beside veeranna provision store,13.167,77.529
nekkundi dommasandra in front of aswatha  katte,12.9278,77.776
jayanagara 5th block jayanagara 5th block beside air waave,12.9174,77.584
nayanappanahalli cross,12.9034,77.627
maduranagar madhura nagara in front of venkat health care,12.9411,77.764
siddana hosahalli siddannahosahalli beside nisarga merchants finance,13.0572,77.46
ittagalapura itkalpura beside residential area,13.1706,77.543
sulibele hoskote valmiki nagara opposite of mahalakshmi bakery,13.1851,77.798
metro konanakunte,12.8946,77.569
pushpanjali talkies shivanahalli near pushpanjali talkies,12.9914,77.546
weavers colony,13.0941,77.406
madappanahalli madappanahalli opposite of govt. milk dairy,13.154,77.54
kamnahalli mini water tanks(right side),12.9077,77.796
kakaramana halli in front of basavanna temple,12.8302,77.363
shivananda store kumara park east beside khadi emporium,12.988,77.581
sidedahalli sidedahalli beside sri ram medicals,13.0625,77.495
venkateshwara college vidya nagara opposite of venkateshwara college,13.1604,77.637
rahmath nagara rt nagara in front of nandini hotel,13.0171,77.592
apmc fruit market huskuru near sigena agrahara,12.843,77.687
navarang talkies rajajinagara beside gokul veg hotel,12.9981,77.551
ramanahalli ramanahalli,13.1831,77.744
ganashe temple vasantha nagara shivaji nagara beside vidya ganapathi temple,12.995,77.593
nallurahalli whitefield beside ashwatha katte(left side),12.9694,77.736
rayasandra  rayasandra,13.2189,77.725
motaganahalli motaganahalli opposite of dakshayini enterprises,13.005,77.312
puttaiahna palya in front of milk dairy,12.9566,77.411
tollgate,13.0061,77.621
sondekoppa bypass nelamangala beside open area,13.0924,77.395
yeshwanthpura,13.0178,77.557
kengeri bande mata kengeri upanagara in front of adishakthi doddamma temple,12.9199,77.477
mylappanahalli madappanahalli beside open area,13.1486,77.552
kumbarahalli open area,12.7488,77.66
magadi road tollgate rajajinagara industrial town beside state bank of india,12.9786,77.549
chowdareddy circle anekal opposite of vijaya nursing home,12.7112,77.7
deepa complex iti layout papareddy palya opposite of petrol bunk,12.9663,77.505
tin factory dooravani nagara opposite of sudhir weigh bridge,12.9975,77.67
jn of kommaghatta road kengeri upanagara opposite of ashirwad dental clinic,12.9148,77.481
gowrava nagar gowrava nagara opposite of h.d.f.c.bank,12.8847,77.583
basaveshwara nagara,12.9769,77.48
kacharakanahalli,13.0212,77.63
jayanagara 8th block jayanagara 7th block opposite of akshaya veg.hotel,12.9245,77.578
rajajinagara 6th block rajajinagara beside vittal krishna bakery,12.9793,77.553
okalipuram,12.9827,77.569
harris road frazer town in front of bwssb office,12.9997,77.61
kada sonappana halli,13.0978,77.666
kogilu cross yelahanka beside open area,13.1034,77.601
k r puram,13.008,77.692
nagadasanahalli nagadasana halli in front of govt. school,13.1598,77.578
sampige electronic city post in front of ambika department store,12.8345,77.697
durgaparmeshwari temple vidyaranyapura beside sri venkateshwara home appliances,13.0817,77.56
jigani jigani hobli  anekal taluk in front of muniswamy reddy building,12.7793,77.644
seetha kempanahalli cross seetha kempanahalli beside open area,13.1709,77.522
indian oil subbaiahan palya opposite of bata show room,13.0054,77.639
maragondanahalli cross maragondanahalli beside aswath katte,12.9222,77.417
mylasandra cross,12.9171,77.49
furm city apartments,12.9965,77.588
yarab nagara adjacent to hostel,12.9155,77.57
tibetian college in front of seven hills green park restaurant,12.8505,77.424
glass factory umar nagara opposite of glass factory,13.0339,77.623
jayamahal jayamahal beside sai sagar hotel,13.0019,77.594
hunase mara banashankari,12.9194,77.574
sambhram college ms palya m.s.palya beside nandini milk parlour,13.0882,77.547
kammagondanahalli temple kammagondanahalli beside rama temple,13.0636,77.531
manorayana palya manorayanpalya  rt nagara near doddamma devi temple,13.0287,77.602
glass factory,12.8764,77.567
jn of 1st main 4th cross rajajinagara industrial town in front of shrusti clinic,12.9847,77.547
paramanahalli,13.0086,77.843
govinda pura,13.0313,77.851
bank colony nagarbhavi road byraveshwara main road in front of mahesh seat covers bag shop,12.965,77.523
nelamangala court nelamangala beside court,13.088,77.394
somasundarapalya,12.8984,77.651
guddada halli mysore road mysore road,12.9557,77.546
marsoor gate  anekal taluk in front of bharat petrol bunk  cg cables & wires india private limited,12.77,77.701
jn of magadi road beggars colony in front of beggars colony area & ground,12.9879,77.519
mallige hospital siddapura siddapura beside mallige hospital,12.9478,77.592
kuvempu circle jalahalli beside open area,13.0432,77.561
prarthana school padmanabha nagara opposite of prarthana school,12.9115,77.558
mahalakshmi layout mahalakshmi layout in front of chethana clinic  dcb bank atm,13.0125,77.544
corporation corporation in front of bbmp  corporation,12.9646,77.588
madanayakanahalli,13.0618,77.46
gunjuru cross gunjuru beside open area,12.9175,77.726
harohalli nagenahalli in front of geetha provision store,13.1307,77.58
sri shaneshwara swamy temple beside shaneshwara temple,13.0381,77.494
guddada halli mysore road timber yard layout in front of paras ply wood,12.9557,77.546
vishweshwaraiah college beside v.i.t.college,13.15,77.609
haralur  haraluru hsr post opposite of hanuman temple & vinayaka enterprises,12.9013,77.66
upparahalli gate upparahalli beside madduramma temple,13.0885,77.781
utthari uttari opposite of door no 35,12.8181,77.493
jalahalli east area 7th camp,13.0735,77.547
railway gollahalli arch railway gollahalli in front of water tank,13.1483,77.412
military dairy farm beside military compound,13.0495,77.593
kamasandra,12.8304,77.691
thubarahalli,12.9557,77.721
jn of nayandahalli,12.9443,77.53
taluk office,13.2437,77.71
dasarahalli dasarahalli beside annaporna temple,13.0564,77.612
magadi road 1st cross bangalore railway station opposite of leprosi hospital,12.9746,77.566
bannerughatta bannerghatta in front of mahadeshwara bakery,12.8139,77.581
pipeline rpc layout vijayanagara beside paras telecom,12.9675,77.545
arabic college,13.0302,77.621
kembhathahalli kembatahalli opposite of mahaganapathi temple,12.8561,77.577
gkw rajajinagara 2nd block beside vivekananda college,13.0096,77.555
kethaganahalli kithiganahalli in front of gramadevathe temple,12.8134,77.391
nagarabhavi circle nagarabhavi beside k.n.n.complex,12.9602,77.52
bhima jyothi nagara shankar mutt hdfc bank,12.9972,77.54
gangondahalli mazeed gangadhara halli  ahmed nagara in front of s.h.tailors,12.9496,77.527
new horizon school indira nagara beside clarks 15th & lime life,12.9671,77.642
biscuit factory mysore road kumbalagudu opposite of y.m.c.a. public school,12.8739,77.448
park pattanagere  b.h.e.l. layout beside nanjundeshwara electricals,12.9171,77.511
malleshwaram 8th cross malleshwaram beside flower market,12.9997,77.571
jn of kommaghatta road kengeri upanagara in front of mahadeshwara medicals,12.9147,77.481
indiranagar police station indira nagara beside jealos-21,12.9787,77.641
sindhi colony cox town opposite of bbmp choultry,12.9958,77.617
thippenahalli anjaneya temple tippenahalli beside sri anjaneya swamy temple,13.0357,77.484
morision factory,13.0508,77.492
gadenahalli in front of anjaneya temple,13.1882,77.617
cottonpet hospital,12.9622,77.569
mallipalya,12.7958,77.474
gonipura gonipura beside s.m.s. bakery and sweets,12.8324,77.451
bhimappana palya mayasandra in front of pump house,12.8736,77.378
palanahalli gate opposite of anjaneya temple,13.1169,77.608
nagenahalli gate in front of hunasemara,13.13,77.572
itc cookes town opposite of canara mansion apartments,12.9986,77.622
dodda tumkur opposite of government milk dairy,13.2261,77.531
t dasarahalli,13.043,77.513
kajisonnenahalli gate,13.0334,77.77
medi mallasandra in front of b.k.automobiles,12.9529,77.83
ck palya,12.8333,77.609
jogerahalli jogerahalli in front of kaala byrava temple,12.9855,77.374
power house jp nagara 6th phase beside reebok show room,12.9062,77.581
minaz nagara minaz nagara beside manjunatha bakery & minhaj medicals,12.9121,77.562
temple guttepalya beside anjaneya temple,12.7931,77.524
neraganahalli nagamangala beside thimmaraya swami temple,13.2361,77.63
subramanyapura police station subramanya pura in front of post office,12.8987,77.544
wipro gate  electronic city opposite of american power conversion india private limited,12.8389,77.659
garvebhavi palya,12.8963,77.636
hal kalyanamantapa,12.9548,77.683
dhobhi ghat rajaji nagara in front of shas gents parlour,12.9872,77.551
gattigere palya gattigere palya opposite of vinayaka enterprises,12.8817,77.501
hosapallya gangasandra in front of lakshmi provision store,12.8422,77.484
cil jc nagara  rt nagara in front of karanth enclave,13.0117,77.593
ummalu,13.0738,77.938
jn of nagavara nagavara in front of rasi tvs service center,13.0405,77.624
bel circle bharat electronics limited in front of bharat electronics limited park,13.0462,77.556
kempathimmanahalli opposite of mutaraya swami temple,13.2234,77.655
8th mile t dasarahalli,13.0452,77.508
doddahulluru doddahallur in front of over head tank,13.102,77.822
shivajinagar bus station,12.9837,77.604
manchanayakanahalli manchanayakanahalli in front of ananya lunch home,12.8345,77.414
yelahanka satelite town 5th phase,13.106,77.573
biana palya,12.8741,77.541
nandhini layout quaters,13.0109,77.535
agrahara dasarahalli,12.9783,77.543
mahalakshmi layout mahalakshmi layout beside bmtc main bus stand,13.0118,77.544
hemmigepura hemmigepura opposite of hotel sukanya,12.8819,77.485
vinayaka nagara vinayaka nagara beside lata provision store,13.1386,77.475
jodi aladamara near jodi aladamara,12.94,77.378
yelahanka yelahanka opposite of h.d.f.c.bank,13.0997,77.598
laxmi farm  chikka nagamangala opposite of b.m.t.c. depote-38,12.8489,77.693
malligondanahalli maligondanahalli in front of anjaneya swamy temple,12.9161,77.415
pump house jayanagar east end jayanagara 9th block beside surabhi arts,12.922,77.597
varahasandra varahasandra beside govt. middle school,12.8774,77.49
bileshivale bileshivale beside department stores,13.0545,77.671
electronic city,12.8475,77.671
hosapallya hosapallya opposite of lakshmi provision stores,12.8422,77.484
aladamara kerechuda halli beside open area,12.7885,77.484
aralimara sulthanpalya sulthanpalya  rt nagara in front of ramakrishna apartment,13.0247,77.603
magadi road 10th cross,12.9756,77.557
aralimara sunkadakatte sunkada katte in front of raj jewellers & bankers,12.9919,77.505
devegowda petrol bunk banashankari 3rd stage beside big mega mart,12.9228,77.56
jn of hosur road,12.9328,77.613
doddanallala dodda nallal in front of grama panchayat office,13.0834,77.896
ummalu gate,13.0784,77.918
philips millenium,12.9819,77.624
priyadarshini layout mudlapalya priyadarshini layout in front of madhu shree wines,12.9714,77.527
mallasandra opposite of sri renuka yallamma temple,13.0082,77.784
shankar nagara shankara nagara in front of lakshmi janardhana iyengar bekary,13.0162,77.544
bommanabande in front of hunase mara,13.0121,77.872
bodanahosahalli beside residential area,12.9786,77.802
church kengeri upanagara,12.9289,77.487
managanahalli,12.7275,77.468
budigere cross budigere cross beside open area,13.0466,77.75
kodiyala,13.2097,77.452
govindapura cross arabic college opposite of a.b.mansion,13.0324,77.622
beguru,12.8735,77.625
central neharu nagara beside police station,12.9885,77.574
east west college rajajinagara 2nd block opposite of east west school,13.0055,77.557
shankar mutt,12.9992,77.541
chikkanahalli in front of byraveshwara temple,13.184,77.689
military dairy farm beside esteem mall,13.0497,77.593
rayasandra hosuru post beside open area  houses  tank,12.8742,77.679
kacharakanahalli kacharakanahalli opposite of chennakeshava temple,13.0214,77.63
marenahalli jpnagar road jp nagara 1st phase beside viveks show room,12.9148,77.586
buvana halli gate devanahalli opposite of red earth real estate,13.2215,77.682
tavarekere tavarekere in front of grama panchayath office,13.1324,77.928
binnamangala indiranagara beside leo motors  maruti suzuki,12.9835,77.64
avalahalli j.p.nagara 9th phase  avalahalli in front of anu's bakery,12.8726,77.567
siddaganga college nelamangala beside ganesha temple,13.0829,77.393
ajeez palya bolamaranahalli beside provision store,13.0272,77.367
ragigudda jayanagara 9th block beside raghavendra upahara,12.9169,77.593
hossalli gunjuru in front of pattalamma temple,12.9203,77.742
reliance petrol bunk guragunte palya goraguntepalya opposite of reliance petrol bunk,13.0286,77.536
ashraya nagara,13.0163,77.532
jalahalli cross jalahalli west in front of muthoot finance,13.041,77.519
railway gate ,13.0252,77.62
thippasandra,12.8735,77.556
virata nagara cross,12.9021,77.624
chikkegowdana palya chikkagowdana palya in front of manjushree bakery,12.8788,77.515
hosa road,12.8707,77.653
nagarabhavi 9th block,12.9687,77.51
chowdareddy circle anekal in front of corporation bank,12.7114,77.699
adur adur in front of government primary school,13.0554,77.706
vaderahalli vaderahalli in front of basavanna temple,13.0992,77.452
gantakanadoddi cross gantakana doddi in front of nishu vikas sweets & bakery,12.7414,77.488
vidyaranyapura post office vidyaranyapura beside post office,13.0762,77.558
madhure madhure beside residential area,13.2021,77.457
anekal circle,12.7169,77.7
sujatha talkies ramachandrapuram opposite of sujatha theatre,12.9824,77.562
subramanyanagara subramanya nagara beside electro systems pvt ltd,13.0046,77.56
manjunatha nagara manjunatha nagara beside venkateshwara enterprises,12.9948,77.551
ravugodlu cross ravgodlu beside open area,12.7488,77.487
kanankunte konanakunte opposite of akshaya traders,12.8858,77.567
kurubarapalya cross chandrappa circle in front of water tank,12.914,77.367
govindapura cross,13.0323,77.622
hanchipura hanchipura in front of arali katte,13.0671,77.372
donnenahalli donenahalli in front of government school,12.8844,77.375
kambipura kambipura in front of government primary school,12.872,77.462
totagere thotagere beside open area,13.1361,77.446
jyothipura jyothi pura opposite of milk dairy,13.103,77.751
manchenahalli manchenahalli beside milk dairy,13.035,77.358
hesaraghatta village hasaraghatta beside open area,13.1374,77.48
kalyananagara moodalapalya new baldwin public school,12.9678,77.524
khb colony goravanahalli beside open area,12.9825,77.347
gunduru colony,13.0907,77.715
janapriya apartments janapriya apartments beside s.k.medicals & general store,13.0733,77.503
kittanahalli kittanahalli beside playground,13.0087,77.428
tharabana halli devanahalli road tharabanahalli in front of govt. school,13.1904,77.628
kottige palya magadi road,12.9878,77.515
gangawara gangavara beside govt primary school,13.1537,77.765
kenchanayakanadoddi kanchagayanadoddi opposite of mahadeshwara temple,12.8227,77.557
guttepalya guttepalya in front of residential area,13.1672,77.411
chikkabettahalli chikka bettahalli beside image digital studio,13.0894,77.556
cil jc nagara opposite of dooradarshana kendra main gate,13.0104,77.591
dabbaguli in front of shanimahathma temple,12.8784,77.309
byrashettyhalli byrashettihalli in front of govt. primary school,13.1565,77.404
d group employees layout,12.9782,77.499
p&t quarters kavalabyrasandra  rt nagara post opposite of post & telecom quarters,13.0215,77.605
bellandru  bellandur in front of bhagini restaurant,12.9254,77.676
cement factory nelamangala kempalinaganahalli beside open area,13.0899,77.376
thirumagondanahalli cross,12.7939,77.721
jayadeva hospital btm mico layout opposite of jayadeva hospital,12.9166,77.6
btl college bommasandra opposite of narayana hrudalaya hospital,12.8108,77.696
haniyur haniyuru beside residential area,13.2131,77.514
shanimahatma temple,12.9477,77.767
atturu hosakote attur in front of milk dairy,13.0988,77.859
chikkajala in front of government school,13.1726,77.634
nagapura mahalakshmipuram in front of raghavendra clinic,13.0018,77.545
muthurayapura cross bettahalli kaval beside open area,12.728,77.507
kattumnallur gate,13.0538,77.762
bannimangala doddaballapura in front of anjaneya temple,13.2604,77.588
devaganahalli in front of govt. milk dairy,13.2535,77.649
bgs college b.g.s.international school opposite of b.g.s.international school,12.8465,77.462
indo american hybrid form omkar layout in front of chinmayi complex,12.9047,77.505
gandhi school bhashyam nagara opposite of sanjeevini nursing home,12.9887,77.567
double road b.e.m.l. double road circle opposite of smart super market,12.9148,77.521
konanakunte cross konana kunte cross in front of karur vyshya bank atm,12.8905,77.564
nagamangala nagamangala in front of govt. school,13.2166,77.618
north side hospital sahakara nagara beside b.b.m.p. park,13.0619,77.587
mailanahalli bagalur mylanahalli beside open area,13.1854,77.697
railway station bidadi bidadi opposite of railway station,12.7995,77.391
babusab palya h.r.b.r. in front of nandini milk parlour,13.0223,77.647
halasa halli cross  beside open area,12.9329,77.758
yettakki,13.1541,77.933
begadadevanahalli anekal taluk in front of government primary school,12.7521,77.707
jayanagara 5th block jayanagara 5th block beside panasonic show room,12.9185,77.584
konappana agrahara,12.8552,77.664
narayanappa shettipalya 18th cross,12.9095,77.606
tvs cross,13.0281,77.519
maruru in front of sowmya shree provision store,13.057,77.159
ayyappa bakery o.m.b.r.layout opposite of ayyappa bakery,13.0062,77.648
innovative film city,12.7796,77.405
vidhana soudha beside high court,12.9774,77.591
machohalli machohalli in front of grama panchayath,13.0062,77.453
jn of 80 and 100 feet road,12.9378,77.626
sondekoppa cross beside open area,13.0193,77.351
manorayanapalya cross,13.0285,77.604
kp agrahara 16th cross,12.9696,77.557
basavana palya opposite of petty shop & near basaveshwara temple,12.9321,77.4
hmt watch factory h.m.t. in front of h.m.t.watch factory,13.0489,77.535
kumaraswamy layout west k.s.layout 2nd stage in front of balaji stores,12.9026,77.557
nayanahalli,12.7628,77.671
chikkabanawara railway gate chikka banavara beside green comfort campus home,13.0755,77.505
huluvenahalli gate beside open area,12.92,77.369
hosahudya doddaballapura beside kool country club,13.2367,77.551
benniganahalli,12.9941,77.663
channaveeraiahna palya channaveerayyana palya beside baktha muneshwara temple,12.8756,77.487
bittasandra colony bittasandra colony beside open area,13.1059,77.294
ngef layout nagarabhavi ngef layout opposite of tejaswini pharma,12.9612,77.51
kuppemala kuppemala in front of revanna siddeshwara hotel,13.1057,77.3
park nagarabhavi 2nd stage in front of gandhipark,12.9694,77.515
lakkasandra opposite of nimahans convention center,12.9428,77.597
indiranagara beside open area,13.0276,77.494
